datetime,time_days,flux
2020-01-01 07:30:00,0.3125,1.000012
2020-01-01 07:40:00,0.319444,1.000699
2020-01-01 07:50:00,0.326389,1.004533
2020-01-01 08:00:00,0.333333,1.002789
2020-01-01 08:10:00,0.340278,0.997561
2020-01-01 08:20:00,0.347222,1.002818
2020-01-01 08:30:00,0.354167,1.001084
2020-01-01 08:40:00,0.361111,1.000393
2020-01-01 08:50:00,0.368056,1.003654
2020-01-01 09:00:00,0.375,1.004741
2020-01-01 09:10:00,0.381944,1.00453
2020-01-01 09:20:00,0.388889,1.000142
2020-01-01 09:30:00,0.395833,1.001506
2020-01-01 09:40:00,0.402778,0.991146
2020-01-01 09:50:00,0.409722,0.992795
2020-01-01 10:00:00,0.416667,0.989196
2020-01-01 10:10:00,0.423611,0.989968
2020-01-01 10:20:00,0.430556,0.987705
2020-01-01 10:30:00,0.4375,0.987518
2020-01-01 10:40:00,0.444444,0.992578
2020-01-01 10:50:00,0.451389,0.993975
2020-01-01 11:00:00,0.458333,0.990442
2020-01-01 11:10:00,0.465278,0.993169
2020-01-01 11:20:00,0.472222,0.991602
2020-01-01 11:30:00,0.479167,0.989122
2020-01-01 11:40:00,0.486111,0.991676
2020-01-01 11:50:00,0.493056,0.994655
2020-01-01 12:00:00,0.5,0.990758
2020-01-01 12:10:00,0.506944,0.994796
2020-01-01 12:20:00,0.513889,0.984372
2020-01-01 12:30:00,0.520833,0.993013
2020-01-01 12:40:00,0.527778,0.991213
2020-01-01 12:50:00,0.534722,0.990284
2020-01-01 13:00:00,0.541667,0.991298
2020-01-01 13:10:00,0.548611,0.986136
2020-01-01 13:20:00,0.555556,0.990592
2020-01-01 13:30:00,0.5625,0.992071
2020-01-01 13:40:00,0.569444,0.994909
2020-01-01 13:50:00,0.576389,0.989955
2020-01-01 14:00:00,0.583333,1.001265
2020-01-01 14:10:00,0.590278,1.002068
2020-01-01 14:20:00,0.597222,1.005646
2020-01-01 14:30:00,0.604167,1.004216
2020-01-01 14:40:00,0.611111,1.002105
2020-01-01 14:50:00,0.618056,1.004748
2020-01-01 15:00:00,0.625,1.003743
2020-01-01 15:10:00,0.631944,1.005957
2020-01-01 15:20:00,0.638889,1.001815
2020-01-01 15:30:00,0.645833,1.002786
2020-01-01 15:40:00,0.652778,1.00266
2020-01-01 15:50:00,0.659722,1.000016
2020-01-01 16:00:00,0.666667,1.00445
2020-01-01 16:10:00,0.673611,1.004397
2020-01-01 16:20:00,0.680556,1.003791
2020-01-01 16:30:00,0.6875,1.003226
2020-01-01 16:40:00,0.694444,1.000308
2020-01-01 16:50:00,0.701389,1.002829
2020-01-01 17:00:00,0.708333,1.003058
2020-01-01 17:10:00,0.715278,1.001942
2020-01-01 17:20:00,0.722222,1.003578
2020-01-01 17:30:00,0.729167,1.005025
2020-01-01 17:40:00,0.736111,1.008764
2020-01-01 17:50:00,0.743056,1.004518
2020-01-01 18:00:00,0.75,1.004758
2020-01-01 18:10:00,0.756944,1.003961
2020-01-01 18:20:00,0.763889,0.999383
2020-01-01 18:30:00,0.770833,1.004146
2020-01-01 18:40:00,0.777778,1.004396
2020-01-01 18:50:00,0.784722,1.010436
2020-01-01 19:00:00,0.791667,1.003829
2020-01-01 19:10:00,0.798611,1.005096
2020-01-01 19:20:00,0.805556,1.004287
2020-01-01 19:30:00,0.8125,1.001484
2020-01-01 19:40:00,0.819444,1.007294
2020-01-01 19:50:00,0.826389,1.006348
2020-01-01 20:00:00,0.833333,1.006477
2020-01-01 20:10:00,0.840278,1.002257
2020-01-01 20:20:00,0.847222,1.008069
2020-01-01 20:30:00,0.854167,1.001088
2020-01-01 20:40:00,0.861111,1.00609
2020-01-01 20:50:00,0.868056,1.01013
2020-01-01 21:00:00,0.875,1.002208
2020-01-01 21:10:00,0.881944,1.003298
2020-01-01 21:20:00,0.888889,1.004993
2020-01-01 21:30:00,0.895833,1.003515
2020-01-01 21:40:00,0.902778,1.000927
2020-01-01 21:50:00,0.909722,1.005005
2020-01-01 22:00:00,0.916667,1.002207
2020-01-01 22:10:00,0.923611,1.006076
2020-01-01 22:20:00,0.930556,1.002622
2020-01-01 22:30:00,0.9375,1.008825
2020-01-01 22:40:00,0.944444,1.00302
2020-01-01 22:50:00,0.951389,1.004202
2020-01-01 23:00:00,0.958333,1.007069
2020-01-01 23:10:00,0.965278,1.001986
2020-01-01 23:20:00,0.972222,1.00566
2020-01-01 23:30:00,0.979167,1.008387
2020-01-01 23:40:00,0.986111,1.001128
2020-01-01 23:50:00,0.993056,1.005636
2020-01-02 00:00:00,1.0,1.005852
2020-01-02 00:10:00,1.006944,1.007184
2020-01-02 00:20:00,1.013889,1.002164
2020-01-02 00:30:00,1.020833,1.001982
2020-01-02 00:40:00,1.027778,1.006614
2020-01-02 00:50:00,1.034722,1.006079
2020-01-02 01:00:00,1.041667,1.005989
2020-01-02 01:10:00,1.048611,1.006255
2020-01-02 01:20:00,1.055556,1.003714
2020-01-02 01:30:00,1.0625,1.006021
2020-01-02 01:40:00,1.069444,1.006198
2020-01-02 01:50:00,1.076389,1.003705
2020-01-02 02:00:00,1.083333,1.010181
2020-01-02 02:10:00,1.090278,1.006726
2020-01-02 02:20:00,1.097222,1.002588
2020-01-02 02:30:00,1.104167,1.007232
2020-01-02 02:40:00,1.111111,1.003178
2020-01-02 02:50:00,1.118056,1.007607
2020-01-02 03:00:00,1.125,1.00856
2020-01-02 03:10:00,1.131944,1.003635
2020-01-02 03:20:00,1.138889,1.008119
2020-01-02 03:30:00,1.145833,1.006766
2020-01-02 03:40:00,1.152778,1.007812
2020-01-02 03:50:00,1.159722,1.010522
2020-01-02 04:00:00,1.166667,1.00519
2020-01-02 04:10:00,1.173611,1.003942
2020-01-02 04:20:00,1.180556,1.003625
2020-01-02 04:30:00,1.1875,1.003831
2020-01-02 04:40:00,1.194444,1.0057
2020-01-02 04:50:00,1.201389,1.006768
2020-01-02 05:00:00,1.208333,1.006628
2020-01-02 05:10:00,1.215278,1.008026
2020-01-02 05:20:00,1.222222,1.006012
2020-01-02 05:30:00,1.229167,1.009634
2020-01-02 05:40:00,1.236111,1.005359
2020-01-02 05:50:00,1.243056,1.012842
2020-01-02 06:00:00,1.25,1.007626
2020-01-02 06:10:00,1.256944,1.00394
2020-01-02 06:20:00,1.263889,1.003425
2020-01-02 06:30:00,1.270833,1.007329
2020-01-02 06:40:00,1.277778,1.005583
2020-01-02 06:50:00,1.284722,1.007946
2020-01-02 07:00:00,1.291667,1.007364
2020-01-02 07:10:00,1.298611,1.006018
2020-01-02 07:20:00,1.305556,1.004101
2020-01-02 07:30:00,1.3125,1.00245
2020-01-02 07:40:00,1.319444,1.005139
2020-01-02 07:50:00,1.326389,1.008415
2020-01-02 08:00:00,1.333333,1.006827
2020-01-02 08:10:00,1.340278,1.003195
2020-01-02 08:20:00,1.347222,1.00676
2020-01-02 08:30:00,1.354167,1.007307
2020-01-02 08:40:00,1.361111,1.004152
2020-01-02 08:50:00,1.368056,1.006762
2020-01-02 09:00:00,1.375,1.00654
2020-01-02 09:10:00,1.381944,1.003554
2020-01-02 09:20:00,1.388889,1.007322
2020-01-02 09:30:00,1.395833,1.007845
2020-01-02 09:40:00,1.402778,1.009167
2020-01-02 09:50:00,1.409722,1.009109
2020-01-02 10:00:00,1.416667,1.003046
2020-01-02 10:10:00,1.423611,1.004161
2020-01-02 10:20:00,1.430556,1.007808
2020-01-02 10:30:00,1.4375,1.00782
2020-01-02 10:40:00,1.444444,1.007837
2020-01-02 10:50:00,1.451389,1.016196
2020-01-02 11:00:00,1.458333,1.008005
2020-01-02 11:10:00,1.465278,1.009431
2020-01-02 11:20:00,1.472222,1.00899
2020-01-02 11:30:00,1.479167,1.008247
2020-01-02 11:40:00,1.486111,1.005844
2020-01-02 11:50:00,1.493056,1.008542
2020-01-02 12:00:00,1.5,1.004725
2020-01-02 12:10:00,1.506944,1.006078
2020-01-02 12:20:00,1.513889,1.005469
2020-01-02 12:30:00,1.520833,1.006899
2020-01-02 12:40:00,1.527778,1.012493
2020-01-02 12:50:00,1.534722,1.002049
2020-01-02 13:00:00,1.541667,1.008444
2020-01-02 13:10:00,1.548611,1.002708
2020-01-02 13:20:00,1.555556,1.005571
2020-01-02 13:30:00,1.5625,1.009484
2020-01-02 13:40:00,1.569444,1.006933
2020-01-02 13:50:00,1.576389,1.004088
2020-01-02 14:00:00,1.583333,1.005004
2020-01-02 14:10:00,1.590278,1.008501
2020-01-02 14:20:00,1.597222,1.004985
2020-01-02 14:30:00,1.604167,1.007362
2020-01-02 14:40:00,1.611111,1.006944
2020-01-02 14:50:00,1.618056,1.005209
2020-01-02 15:00:00,1.625,1.012207
2020-01-02 15:10:00,1.631944,1.00844
2020-01-02 15:20:00,1.638889,1.001801
2020-01-02 15:30:00,1.645833,1.007338
2020-01-02 15:40:00,1.652778,1.005225
2020-01-02 15:50:00,1.659722,1.009018
2020-01-02 16:00:00,1.666667,1.004912
2020-01-02 16:10:00,1.673611,1.006614
2020-01-02 16:20:00,1.680556,1.00817
2020-01-02 16:30:00,1.6875,1.009078
2020-01-02 16:40:00,1.694444,1.003919
2020-01-02 16:50:00,1.701389,1.00609
2020-01-02 17:00:00,1.708333,1.005745
2020-01-02 17:10:00,1.715278,1.005304
2020-01-02 17:20:00,1.722222,1.011356
2020-01-02 17:30:00,1.729167,1.00796
2020-01-02 17:40:00,1.736111,1.0038
2020-01-02 17:50:00,1.743056,1.009252
2020-01-02 18:00:00,1.75,1.012267
2020-01-02 18:10:00,1.756944,1.009547
2020-01-02 18:20:00,1.763889,1.003171
2020-01-02 18:30:00,1.770833,1.005763
2020-01-02 18:40:00,1.777778,1.010144
2020-01-02 18:50:00,1.784722,1.005211
2020-01-02 19:00:00,1.791667,1.008092
2020-01-02 19:10:00,1.798611,1.008922
2020-01-02 19:20:00,1.805556,1.004671
2020-01-02 19:30:00,1.8125,1.006842
2020-01-02 19:40:00,1.819444,0.998889
2020-01-02 19:50:00,1.826389,1.004433
2020-01-02 20:00:00,1.833333,1.006364
2020-01-02 20:10:00,1.840278,1.003878
2020-01-02 20:20:00,1.847222,1.011079
2020-01-02 20:30:00,1.854167,1.003424
2020-01-02 20:40:00,1.861111,1.005899
2020-01-02 20:50:00,1.868056,1.007327
2020-01-02 21:00:00,1.875,1.010603
2020-01-02 21:10:00,1.881944,1.00341
2020-01-02 21:20:00,1.888889,1.009907
2020-01-02 21:30:00,1.895833,1.007025
2020-01-02 21:40:00,1.902778,1.004544
2020-01-02 21:50:00,1.909722,1.008152
2020-01-02 22:00:00,1.916667,1.007493
2020-01-02 22:10:00,1.923611,1.005494
2020-01-02 22:20:00,1.930556,1.007167
2020-01-02 22:30:00,1.9375,1.006027
2020-01-02 22:40:00,1.944444,1.007272
2020-01-02 22:50:00,1.951389,1.008641
2020-01-02 23:00:00,1.958333,1.010948
2020-01-02 23:10:00,1.965278,1.003885
2020-01-02 23:20:00,1.972222,1.012309
2020-01-02 23:30:00,1.979167,1.002093
2020-01-02 23:40:00,1.986111,1.00659
2020-01-02 23:50:00,1.993056,1.008437
2020-01-03 00:00:00,2.0,1.007664
2020-01-03 00:10:00,2.006944,1.005401
2020-01-03 00:20:00,2.013889,1.006432
2020-01-03 00:30:00,2.020833,1.005715
2020-01-03 00:40:00,2.027778,1.005469
2020-01-03 00:50:00,2.034722,1.009061
2020-01-03 01:00:00,2.041667,1.007824
2020-01-03 01:10:00,2.048611,1.005194
2020-01-03 01:20:00,2.055556,1.009169
2020-01-03 01:30:00,2.0625,1.007682
2020-01-03 01:40:00,2.069444,1.008939
2020-01-03 01:50:00,2.076389,1.008475
2020-01-03 02:00:00,2.083333,1.004821
2020-01-03 02:10:00,2.090278,1.005486
2020-01-03 02:20:00,2.097222,1.008747
2020-01-03 02:30:00,2.104167,1.008397
2020-01-03 02:40:00,2.111111,1.006811
2020-01-03 02:50:00,2.118056,1.007149
2020-01-03 03:00:00,2.125,1.010041
2020-01-03 03:10:00,2.131944,1.00536
2020-01-03 03:20:00,2.138889,1.008197
2020-01-03 03:30:00,2.145833,1.006315
2020-01-03 03:40:00,2.152778,1.006267
2020-01-03 03:50:00,2.159722,1.009549
2020-01-03 04:00:00,2.166667,1.008856
2020-01-03 04:10:00,2.173611,1.008816
2020-01-03 04:20:00,2.180556,1.010036
2020-01-03 04:30:00,2.1875,1.006814
2020-01-03 04:40:00,2.194444,1.008456
2020-01-03 04:50:00,2.201389,1.005964
2020-01-03 05:00:00,2.208333,1.007539
2020-01-03 05:10:00,2.215278,1.006392
2020-01-03 05:20:00,2.222222,1.006948
2020-01-03 05:30:00,2.229167,1.008182
2020-01-03 05:40:00,2.236111,1.004637
2020-01-03 05:50:00,2.243056,1.011901
2020-01-03 06:00:00,2.25,1.004142
2020-01-03 06:10:00,2.256944,1.003609
2020-01-03 06:20:00,2.263889,1.009527
2020-01-03 06:30:00,2.270833,1.008598
2020-01-03 06:40:00,2.277778,1.008166
2020-01-03 06:50:00,2.284722,1.008163
2020-01-03 07:00:00,2.291667,1.006547
2020-01-03 07:10:00,2.298611,1.004321
2020-01-03 07:20:00,2.305556,1.006739
2020-01-03 07:30:00,2.3125,1.004842
2020-01-03 07:40:00,2.319444,1.008958
2020-01-03 07:50:00,2.326389,1.006138
2020-01-03 08:00:00,2.333333,1.004427
2020-01-03 08:10:00,2.340278,1.005671
2020-01-03 08:20:00,2.347222,1.007492
2020-01-03 08:30:00,2.354167,1.005034
2020-01-03 08:40:00,2.361111,1.004372
2020-01-03 08:50:00,2.368056,1.00702
2020-01-03 09:00:00,2.375,1.007007
2020-01-03 09:10:00,2.381944,1.005111
2020-01-03 09:20:00,2.388889,1.005184
2020-01-03 09:30:00,2.395833,1.006924
2020-01-03 09:40:00,2.402778,1.002707
2020-01-03 09:50:00,2.409722,1.002791
2020-01-03 10:00:00,2.416667,1.004495
2020-01-03 10:10:00,2.423611,1.00574
2020-01-03 10:20:00,2.430556,1.007033
2020-01-03 10:30:00,2.4375,1.009925
2020-01-03 10:40:00,2.444444,1.008363
2020-01-03 10:50:00,2.451389,1.0058
2020-01-03 11:00:00,2.458333,1.006133
2020-01-03 11:10:00,2.465278,1.003655
2020-01-03 11:20:00,2.472222,1.006096
2020-01-03 11:30:00,2.479167,1.005401
2020-01-03 11:40:00,2.486111,1.006909
2020-01-03 11:50:00,2.493056,1.004014
2020-01-03 12:00:00,2.5,1.007361
2020-01-03 12:10:00,2.506944,1.009874
2020-01-03 12:20:00,2.513889,1.005749
2020-01-03 12:30:00,2.520833,1.007004
2020-01-03 12:40:00,2.527778,1.007704
2020-01-03 12:50:00,2.534722,1.004955
2020-01-03 13:00:00,2.541667,1.006497
2020-01-03 13:10:00,2.548611,1.005946
2020-01-03 13:20:00,2.555556,1.006137
2020-01-03 13:30:00,2.5625,1.003938
2020-01-03 13:40:00,2.569444,1.00591
2020-01-03 13:50:00,2.576389,1.007071
2020-01-03 14:00:00,2.583333,1.009431
2020-01-03 14:10:00,2.590278,1.008179
2020-01-03 14:20:00,2.597222,1.01114
2020-01-03 14:30:00,2.604167,1.003816
2020-01-03 14:40:00,2.611111,1.007891
2020-01-03 14:50:00,2.618056,1.006145
2020-01-03 15:00:00,2.625,1.011138
2020-01-03 15:10:00,2.631944,1.003618
2020-01-03 15:20:00,2.638889,1.003516
2020-01-03 15:30:00,2.645833,1.004092
2020-01-03 15:40:00,2.652778,1.000256
2020-01-03 15:50:00,2.659722,1.004227
2020-01-03 16:00:00,2.666667,1.003618
2020-01-03 16:10:00,2.673611,1.005867
2020-01-03 16:20:00,2.680556,1.00632
2020-01-03 16:30:00,2.6875,1.01013
2020-01-03 16:40:00,2.694444,1.00779
2020-01-03 16:50:00,2.701389,1.003946
2020-01-03 17:00:00,2.708333,1.003116
2020-01-03 17:10:00,2.715278,1.006566
2020-01-03 17:20:00,2.722222,1.002009
2020-01-03 17:30:00,2.729167,1.009862
2020-01-03 17:40:00,2.736111,1.008205
2020-01-03 17:50:00,2.743056,1.004056
2020-01-03 18:00:00,2.75,1.000919
2020-01-03 18:10:00,2.756944,1.008559
2020-01-03 18:20:00,2.763889,1.004861
2020-01-03 18:30:00,2.770833,1.008214
2020-01-03 18:40:00,2.777778,1.001106
2020-01-03 18:50:00,2.784722,1.003565
2020-01-03 19:00:00,2.791667,1.005048
2020-01-03 19:10:00,2.798611,1.005124
2020-01-03 19:20:00,2.805556,1.003853
2020-01-03 19:30:00,2.8125,1.006507
2020-01-03 19:40:00,2.819444,1.002252
2020-01-03 19:50:00,2.826389,1.004536
2020-01-03 20:00:00,2.833333,1.005163
2020-01-03 20:10:00,2.840278,1.006119
2020-01-03 20:20:00,2.847222,1.006583
2020-01-03 20:30:00,2.854167,1.001962
2020-01-03 20:40:00,2.861111,1.000909
2020-01-03 20:50:00,2.868056,1.007908
2020-01-03 21:00:00,2.875,1.005515
2020-01-03 21:10:00,2.881944,1.002782
2020-01-03 21:20:00,2.888889,1.008501
2020-01-03 21:30:00,2.895833,1.004882
2020-01-03 21:40:00,2.902778,1.00751
2020-01-03 21:50:00,2.909722,1.004699
2020-01-03 22:00:00,2.916667,1.009651
2020-01-03 22:10:00,2.923611,1.008857
2020-01-03 22:20:00,2.930556,1.003814
2020-01-03 22:30:00,2.9375,1.006834
2020-01-03 22:40:00,2.944444,1.005987
2020-01-03 22:50:00,2.951389,1.007763
2020-01-03 23:00:00,2.958333,1.001897
2020-01-03 23:10:00,2.965278,1.005993
2020-01-03 23:20:00,2.972222,1.006891
2020-01-03 23:30:00,2.979167,0.999816
2020-01-03 23:40:00,2.986111,1.001222
2020-01-03 23:50:00,2.993056,0.999049
2020-01-04 00:00:00,3.0,1.003441
2020-01-04 00:10:00,3.006944,1.005875
2020-01-04 00:20:00,3.013889,1.007804
2020-01-04 00:30:00,3.020833,1.0042
2020-01-04 00:40:00,3.027778,1.008053
2020-01-04 00:50:00,3.034722,1.000498
2020-01-04 01:00:00,3.041667,0.999656
2020-01-04 01:10:00,3.048611,1.003742
2020-01-04 01:20:00,3.055556,1.004807
2020-01-04 01:30:00,3.0625,1.003731
2020-01-04 01:40:00,3.069444,0.99861
2020-01-04 01:50:00,3.076389,1.003521
2020-01-04 02:00:00,3.083333,1.000448
2020-01-04 02:10:00,3.090278,1.005349
2020-01-04 02:20:00,3.097222,1.004557
2020-01-04 02:30:00,3.104167,1.001256
2020-01-04 02:40:00,3.111111,1.002286
2020-01-04 02:50:00,3.118056,1.000887
2020-01-04 03:00:00,3.125,1.003343
2020-01-04 03:10:00,3.131944,1.005853
2020-01-04 03:20:00,3.138889,1.000965
2020-01-04 03:30:00,3.145833,1.004654
2020-01-04 03:40:00,3.152778,1.002032
2020-01-04 03:50:00,3.159722,1.00134
2020-01-04 04:00:00,3.166667,1.003019
2020-01-04 04:10:00,3.173611,1.000662
2020-01-04 04:20:00,3.180556,1.00183
2020-01-04 04:30:00,3.1875,1.000183
2020-01-04 04:40:00,3.194444,1.008053
2020-01-04 04:50:00,3.201389,1.003193
2020-01-04 05:00:00,3.208333,1.001319
2020-01-04 05:10:00,3.215278,1.003567
2020-01-04 05:20:00,3.222222,1.002714
2020-01-04 05:30:00,3.229167,1.002406
2020-01-04 05:40:00,3.236111,1.004457
2020-01-04 05:50:00,3.243056,1.004778
2020-01-04 06:00:00,3.25,1.001521
2020-01-04 06:10:00,3.256944,1.00137
2020-01-04 06:20:00,3.263889,1.002085
2020-01-04 06:30:00,3.270833,0.99698
2020-01-04 06:40:00,3.277778,0.99891
2020-01-04 06:50:00,3.284722,1.006077
2020-01-04 07:00:00,3.291667,1.006735
2020-01-04 07:10:00,3.298611,1.001962
2020-01-04 07:20:00,3.305556,1.003988
2020-01-04 07:30:00,3.3125,1.003287
2020-01-04 07:40:00,3.319444,1.010168
2020-01-04 07:50:00,3.326389,1.005231
2020-01-04 08:00:00,3.333333,1.002074
2020-01-04 08:10:00,3.340278,0.999967
2020-01-04 08:20:00,3.347222,0.998301
2020-01-04 08:30:00,3.354167,1.002788
2020-01-04 08:40:00,3.361111,1.00035
2020-01-04 08:50:00,3.368056,0.998646
2020-01-04 09:00:00,3.375,1.000547
2020-01-04 09:10:00,3.381944,0.99942
2020-01-04 09:20:00,3.388889,1.006303
2020-01-04 09:30:00,3.395833,1.004251
2020-01-04 09:40:00,3.402778,1.001988
2020-01-04 09:50:00,3.409722,1.005668
2020-01-04 10:00:00,3.416667,1.002123
2020-01-04 10:10:00,3.423611,0.999737
2020-01-04 10:20:00,3.430556,1.005659
2020-01-04 10:30:00,3.4375,1.003159
2020-01-04 10:40:00,3.444444,0.999179
2020-01-04 10:50:00,3.451389,1.001257
2020-01-04 11:00:00,3.458333,0.999504
2020-01-04 11:10:00,3.465278,0.998197
2020-01-04 11:20:00,3.472222,1.00393
2020-01-04 11:30:00,3.479167,1.006348
2020-01-04 11:40:00,3.486111,0.998039
2020-01-04 11:50:00,3.493056,1.002903
2020-01-04 12:00:00,3.5,0.999829
2020-01-04 12:10:00,3.506944,1.000198
2020-01-04 12:20:00,3.513889,0.999895
2020-01-04 12:30:00,3.520833,0.999176
2020-01-04 12:40:00,3.527778,1.001417
2020-01-04 12:50:00,3.534722,0.999178
2020-01-04 13:00:00,3.541667,1.001892
2020-01-04 13:10:00,3.548611,1.00105
2020-01-04 13:20:00,3.555556,1.000538
2020-01-04 13:30:00,3.5625,0.998826
2020-01-04 13:40:00,3.569444,0.999613
2020-01-04 13:50:00,3.576389,1.002903
2020-01-04 14:00:00,3.583333,1.002227
2020-01-04 14:10:00,3.590278,0.99849
2020-01-04 14:20:00,3.597222,1.001142
2020-01-04 14:30:00,3.604167,1.002732
2020-01-04 14:40:00,3.611111,0.996639
2020-01-04 14:50:00,3.618056,1.002131
2020-01-04 15:00:00,3.625,0.999075
2020-01-04 15:10:00,3.631944,1.002118
2020-01-04 15:20:00,3.638889,0.998743
2020-01-04 15:30:00,3.645833,0.996098
2020-01-04 15:40:00,3.652778,0.996501
2020-01-04 15:50:00,3.659722,1.000649
2020-01-04 16:00:00,3.666667,1.001138
2020-01-04 16:10:00,3.673611,0.998187
2020-01-04 16:20:00,3.680556,1.002003
2020-01-04 16:30:00,3.6875,0.996213
2020-01-04 16:40:00,3.694444,1.00016
2020-01-04 16:50:00,3.701389,0.997257
2020-01-04 17:00:00,3.708333,0.998615
2020-01-04 17:10:00,3.715278,1.000322
2020-01-04 17:20:00,3.722222,0.998012
2020-01-04 17:30:00,3.729167,0.999161
2020-01-04 17:40:00,3.736111,1.002597
2020-01-04 17:50:00,3.743056,0.998598
2020-01-04 18:00:00,3.75,1.002089
2020-01-04 18:10:00,3.756944,0.997135
2020-01-04 18:20:00,3.763889,1.001243
2020-01-04 18:30:00,3.770833,1.003482
2020-01-04 18:40:00,3.777778,0.993658
2020-01-04 18:50:00,3.784722,0.997804
2020-01-04 19:00:00,3.791667,1.001198
2020-01-04 19:10:00,3.798611,0.999207
2020-01-04 19:20:00,3.805556,1.000602
2020-01-04 19:30:00,3.8125,0.998124
2020-01-04 19:40:00,3.819444,0.999809
2020-01-04 19:50:00,3.826389,0.999163
2020-01-04 20:00:00,3.833333,1.002431
2020-01-04 20:10:00,3.840278,1.000107
2020-01-04 20:20:00,3.847222,1.000274
2020-01-04 20:30:00,3.854167,0.99836
2020-01-04 20:40:00,3.861111,0.99813
2020-01-04 20:50:00,3.868056,0.998227
2020-01-04 21:00:00,3.875,1.000254
2020-01-04 21:10:00,3.881944,0.998175
2020-01-04 21:20:00,3.888889,0.999912
2020-01-04 21:30:00,3.895833,1.004335
2020-01-04 21:40:00,3.902778,1.001284
2020-01-04 21:50:00,3.909722,0.998251
2020-01-04 22:00:00,3.916667,1.002029
2020-01-04 22:10:00,3.923611,0.997965
2020-01-04 22:20:00,3.930556,0.99385
2020-01-04 22:30:00,3.9375,0.996385
2020-01-04 22:40:00,3.944444,0.994188
2020-01-04 22:50:00,3.951389,0.997946
2020-01-04 23:00:00,3.958333,0.998831
2020-01-04 23:10:00,3.965278,1.002935
2020-01-04 23:20:00,3.972222,0.999522
2020-01-04 23:30:00,3.979167,0.998117
2020-01-04 23:40:00,3.986111,1.000698
2020-01-04 23:50:00,3.993056,0.993057
2020-01-05 00:00:00,4.0,0.999134
2020-01-05 00:10:00,4.006944,1.000432
2020-01-05 00:20:00,4.013889,0.994769
2020-01-05 00:30:00,4.020833,1.001285
2020-01-05 00:40:00,4.027778,0.999232
2020-01-05 00:50:00,4.034722,0.997308
2020-01-05 01:00:00,4.041667,0.999889
2020-01-05 01:10:00,4.048611,1.003944
2020-01-05 01:20:00,4.055556,0.998682
2020-01-05 01:30:00,4.0625,0.998809
2020-01-05 01:40:00,4.069444,0.997001
2020-01-05 01:50:00,4.076389,0.995985
2020-01-05 02:00:00,4.083333,1.000146
2020-01-05 02:10:00,4.090278,0.995891
2020-01-05 02:20:00,4.097222,0.998171
2020-01-05 02:30:00,4.104167,0.984759
2020-01-05 02:40:00,4.111111,0.987112
2020-01-05 02:50:00,4.118056,0.98671
2020-01-05 03:00:00,4.125,0.988431
2020-01-05 03:10:00,4.131944,0.984523
2020-01-05 03:20:00,4.138889,0.985085
2020-01-05 03:30:00,4.145833,0.983274
2020-01-05 03:40:00,4.152778,0.984572
2020-01-05 03:50:00,4.159722,0.986587
2020-01-05 04:00:00,4.166667,0.987498
2020-01-05 04:10:00,4.173611,0.983262
2020-01-05 04:20:00,4.180556,0.987704
2020-01-05 04:30:00,4.1875,0.988881
2020-01-05 04:40:00,4.194444,0.986487
2020-01-05 04:50:00,4.201389,0.990108
2020-01-05 05:00:00,4.208333,0.983443
2020-01-05 05:10:00,4.215278,0.982228
2020-01-05 05:20:00,4.222222,0.980856
